id;numeroSecuriteSociale;nom;prenom
1580;243261145061790;Simenon;Louis
1581;267505450801525;Austen;Åsa
1582;140948884017984;de Musset;Åsa
1583;253815004847260;Aragon;Mary
1584;293425009847374;Wilde;Oscar
1585;208512946264655;Louis;Amy
1586;195974410550741;Mention;B.A.
1587;181124170814667;Bombard;Georges
1588;146589175296618;Pouchairet;Jo
1589;185846082267808;J. Ellory;Jo
1590;204881523551332;Parot;Mary
1591;270676192150663;Lemaitre;R.
1592;196513531503457;Verne;Philip
1593;244181979957219;Fleming;Arnaldur
1594;291322910603830;Zola;Honoré
1595;176506124021753;de Musset;Amy
1596;275293920972281;Allan;Paula
1597;159621479945648;Zola;André
1598;229236065566972;Lemaitre;Harlan
1599;122962985830954;Asimov;Jo
1600;222369201329560;Indridason;Edgar
1601;256382654412248;May;Arnaldur
1602;204724827762515;Kerr;Albert
1603;225596346446391;Levy;Albert
1604;278808113631891;Simenon;Mary
1605;122893466415911;Harper;Roger
1606;279356125027830;Hugo;Donna
1607;131204330873275;Läckberg;Fred
1608;255080804253073;de Balzac;Amy
1609;179343278176573;Twain;Tina
1610;225950924543532;Gardner;Léon
1611;265714602730346;Jon Ellory;Arnaldur
1612;249935471239751;Higgins;Nora
1613;252495021082328;Chattam;Lars
1614;270091113393966;Eco;J.
1615;231638816344500;Vargas;Tina
1616;150482813366436;Kerr;Bernard
1617;145523372050692;Kerr;Åsa
1618;279229432358528;Kafka;S.J.
1619;101801632251233;Aragon;Marc
1620;123330464273242;Kepler;Pierre
1621;136937308527794;Hawkins;Donna
1622;105174757930577;Coben;Bernard
1623;102219424756285;Hawkins;Léon
1624;230308264641277;Vargas;Albert
1625;154625309288138;Jon Ellory;Terry
1626;296518969321955;Läckberg;Tina
1627;110225923674721;Gentry;Alfred
1628;274968566402599;Harper;Mary
1629;292034521005117;Eco;Jean
1630;267453854620153;Twain;Albert
1631;199870909298381;May;Léon
1632;230285257995113;Aragon;Donna
1633;108729430220224;Levy;B.A.
1634;190795687033874;Nesbo;Tina
1635;292951994569976;Lemaitre;R.
1636;192607010728488;Kepler;Albert
1637;279494594192806;Hugo;Georges
1638;168756423621969;Shelley;Philip
1639;187509041209769;Hugo;J.
1640;271718568931026;Roberts;Philip
1641;239826135271905;Chattam;Umberto
1642;246973150063911;Roberts;Jane
1643;291772817103368;Paris;Lars
1644;191270529707124;Chattam;Lars
1645;251591329050499;Camus;Camilla
1646;109745115391018;Higgins Clark;Robert
1647;135072654925590;Mention;Arnaldur
1648;178924781081610;Chattam;Jules
1649;180854562446970;Wilde;Isaac
1650;117610202692264;K. Rowling;Donna
1651;254624796404202;Gardner;Bernard
1652;244548916020222;Coben;Ian
1653;279907718103841;Allan;Terry
1654;195997030777574;Hugo;Nora
1655;228231439026584;London;Fred
1656;148281306874874;Watson;Isaac
1657;281945263532184;Nesbø;Mark
1658;165656170586742;Läckberg;Jo
1659;281682096592211;Mention;Albert
1660;211193630926666;London;Edgar
1661;233656487094102;Leon;Harlan
1662;195132618726214;Jon Ellory;Terry
1663;128325751076087;Läckberg;Jo
1664;262561427831778;Camus;Robert
1665;109830710541089;Läckberg;Fred
1666;201796208946750;Watson;André
1667;251021935943074;Bombard;Mark
1668;226064343562673;Louis;Oscar
1669;278669030050328;Paris;Fred
1670;212850460129558;May;Isaac
1671;215906346837811;Twain;Philip
1672;209024769598081;Vargas;Mark
1673;227371618203772;J. Ellory;Fred
1674;208442923723353;London;Mary
1675;247191901233504;Indridason;Louis
1676;226713419321518;J. Ellory;Pierre
1677;233993697891435;Louis;Mary
1678;217782667739309;Seskis;B.A.
1679;146949595256975;de Musset;Honoré
1680;137294686618507;Asimov;Paula
1681;243513923274531;Chattam;Léon
1682;210096750467204;Shelley;Honoré
1683;235017812008166;Nesbo;Jane
1684;124296043366103;Kerr;Émile
1685;110060561429906;Gardner;Mary
1686;122914824828212;Gide;André
1687;198778696825544;J. Ellory;Edgar
1688;206518599630872;Tolstoï;B.A.
1689;260511480908224;Kepler;Oscar
1690;296913499002716;Bombard;Mary
1691;193918191744555;Kerr;Franz
1692;268100185607095;Louis;Donna
1693;156353596885319;Fleming;Philip
1694;101366592860567;Kepler;Georges
1695;219304654313551;Simenon;Ian
1696;215249517838007;Austen;Pierre
1697;255549174792653;Leon;Jean
1698;262878581339511;de Balzac;Nora
1699;216666735863784;Simenon;Lisa
1700;174319061830331;Kepler;Lisa
1701;178943385198428;Asimov;Michaël
1702;179650354262687;Conan;Terry
1703;142765972211408;Hayes;Renaud
1704;247249168105204;Austen;Mary
1705;227100275100600;Chattam;Amy
1706;273556759241115;Asimov;Tina
1707;103818683089802;Camus;Roger
1708;229565699636049;Wilde;Bernard
1709;162956041426595;Allan;Marc
1710;268941487173812;Kerr;Jane
1711;138876612335642;Shelley;S.J.
1712;231194555767234;de Balzac;Jules
1713;173572174491314;Aragon;Mary
1714;239541997177436;Parot;Maxime
1715;250382187682273;Bombard;Philip
1716;223530892449926;Paris;Amy
1717;171046638163459;Hugo;Åsa
1718;173277921792910;Hawkins;Mary
1719;259602076403813;Levy;Amy
1720;287458819620787;Harper;Fred
1721;187905392021682;Fleming;Fred
1722;119903433707932;Austen;Bernard
1723;149027913283899;Coben;Åsa
1724;206811305918424;Lemaitre;Bernard
1725;124756054624587;Gentry;Roger
1726;273824533873997;Allan;Bernard
1727;160456758191018;Simenon;Mary
1728;204595914893970;Coben;Alfred
1729;116645762892235;de Balzac;Pierre
1730;134831638379260;Paris;Michel
1731;188024870849583;Pouchairet;Marc
1732;224411514943359;Eco;Jack
1733;127846352198325;Proust;Mary
1734;152317953959229;Bussi;Umberto
1735;188886804512473;Proust;Albert
1736;167173895942423;Eco;Roger
1737;193764656095085;Tolstoï;Maxime
1738;199135597264689;Higgins Clark;Fred
1739;281768706668610;Fleming;Renaud
1740;134701759917645;Kerr;Marc
1741;262724688359831;Eco;Ian
1742;224940112169162;de Musset;Jo
1743;137332284385924;Parot;Jo
1744;147538542566027;Läckberg;Edgar
1745;233045627780739;Louis;J.
1746;188359214387416;Simenon;Terry
1747;210125009791770;Indridason;Mary
1748;131245806511431;Watson;Léon
1749;145272560285817;Lemaitre;Fred
1750;115243648044114;Verne;Fred
1751;230376997447908;London;Roger
1752;269256498077054;Austen;Ian
1753;287823343876613;Eco;Renaud
1754;147065702761173;Nesbo;Jean
1755;116991460861194;Gardner;Jack
1756;135340598969370;Minier;Oscar
1757;241587216445228;Paris;Jane
1758;148053572499250;Harper;Peter
1759;228892466735941;Zola;Donna
1760;236434726449898;Eco;Arthur
1761;163753901625279;Nesbo;Bernard
1762;267538160564029;Mention;Pierre
1763;136810680746639;Shelley;Terry
1764;224817491584813;Higgins;Pierre
1765;257163580691924;Levy;Åsa
1766;275037715244315;Larsson;Léon
1767;274212238515217;Fleming;Mary
1768;290308136115550;Hawkins;Jo
1769;268916476755827;Shelley;Peter
1770;243003710113541;Indridason;Bernard
1771;105088040987035;Watson;Pierre
1772;270596533612604;Asimov;Jo
1773;191971397103440;Eco;Pierre
1774;172491936381003;Hayes;Jack
1775;213343356488425;May;Ian
1776;177692147443152;Asimov;J.
1777;207627146727284;Verne;Philip
1778;257924905093632;Bombard;Tina
1779;278144645194354;Larsson;Jo
1780;137146973478133;Eco;Fred
1781;248745242642388;d' Aillon;Michaël
1782;114884461229344;K. Rowling;Pierre
1783;222082136995569;Kepler;Denis
1784;290317766017530;Asimov;Oscar
1785;246711334224804;Simenon;Edgar
1786;244044724351253;Aragon;Lisa
1787;204804280627089;Fleming;Pierre
1788;296642711291595;Nesbø;Bernard
1789;299442700297260;Hugo;B.A.
1790;208911376750734;Verne;Donna
1791;118610306383342;Kerr;Lars
1792;168713757715323;Kerr;Harlan
1793;292038164836346;Kafka;Paula
1794;299370811620058;Eco;S.J.
1795;158918343779568;Austen;Mary
1796;128424282840926;Diderot;Nora
1797;208516222157632;Higgins;Åsa
1798;219658991106200;Hugo;Harlan
1799;153760918394014;Simenon;Georges
1800;209415772556315;Twain;Georges
1801;170404541132751;de Musset;Roger
1802;284828733540418;Verne;R.
1803;147467421761216;Kerr;Lars
1804;108384978225445;Hugo;Émile
1805;223849193349299;Hayes;Donna
1806;162726965278110;Bombard;Victor
1807;138113943203104;Austen;Mary
1808;161025131628733;K. Rowling;J.
1809;126035415370016;Twain;Franz
1810;294013040079612;Vargas;Alfred
1811;203724524824111;Hawkins;Jack
1812;135538030136863;Parot;Honoré
1813;126762836404474;Camus;Fred
1814;293865690179695;Mention;Isaac
1815;243070171960871;Eco;Bernard
1816;252193927489237;Higgins;Donna
1817;158241399134482;Camus;Georges
1818;286088632493169;Gardner;Alfred
1819;165085887323515;Asimov;Alfred
1820;212472644189915;Asimov;Paula
1821;238444347563378;Coben;Lisa
1822;154588707614964;Proust;Amy
1823;183786447364754;Camus;Albert
1824;156740923807912;Zola;Jane
1825;154905820276507;Shelley;Roger
1826;154955766750874;Asimov;Nora
1827;123939032187269;Minier;B.A.
1828;246917623565991;de Balzac;Honoré
1829;239314067884265;Higgins Clark;B.A.
1830;276660593742578;Paris;Alfred
1831;263755376425698;Levy;Fred
1832;170133774602083;Läckberg;Lisa
1833;186430885079464;Asimov;Terry
1834;145323309242515;Camus;Victor
1835;186619508877525;Diderot;Åsa
1836;204878535251215;Läckberg;Renaud
1837;139203606317571;Chattam;Renaud
1838;120914308345599;Austen;Jo
1839;167314408961247;Wilde;Jean
1840;201910836169098;Gide;Mary
1841;225960882177607;Kerr;Alfred
1842;256877008519585;Twain;Denis
1843;141145586816898;Chattam;Isaac
1844;196732499536792;Higgins;Mark
1845;249201827514322;Asimov;Camilla
1846;285930727031892;Läckberg;Terry
1847;295509051328247;Zola;Paula
1848;234811126709366;Nesbø;André
1849;238630162953056;Simenon;Jules
1850;222462256464898;Shelley;Georges
1851;167697083590928;Eco;Peter
1852;256505322108834;Higgins;Alfred
1853;274214428184923;Wilde;Amy
1854;133535391436600;Levy;Terry
1855;185553791173609;Kafka;Denis
1856;168553596425081;Asimov;Maxime
1857;202553122192834;May;Arthur
1858;296155755421513;Asimov;Victor
1859;192683167893252;Roberts;Ian
1860;159197567888307;Diderot;Fred
1861;283178579735887;Jon Ellory;Tina
1862;168410699633403;Lemaitre;Jo
1863;232124705357160;Jon Ellory;Lars
1864;143273511571304;Zola;Ian
1865;259787374807429;Kerr;Michaël
1866;209824287503912;Roberts;Mark
1867;275274821473806;Wilde;Peter
1868;211090202389337;Tolstoï;Jo
1869;270619071921371;Kafka;Marc
1870;239926615473660;May;Robert
1871;102958920719478;Eco;Louis
1872;271397304660866;Lemaitre;Roger
1873;206724061235081;Parot;Jean-François
1874;246615797742752;Kerr;Terry
1875;230546647433009;Simenon;Oscar
1876;141453310587419;Shelley;Oscar
1877;247072129586303;Wilde;Maxime
1878;143830616508957;Asimov;Lars
1879;119707820104109;Proust;Maxime
1880;178780969531796;Eco;Marc
1881;111845926808002;Jon Ellory;Donna
1882;234109192175775;May;Fred
1883;261761231200662;Harper;Camilla
1884;294615340794998;May;Renaud
1885;266032351970232;Minier;Lars
1886;191751996638925;Pouchairet;Franz
1887;264348761756867;Asimov;Paula
1888;101219041866332;Mention;Tina
1889;197720956731251;May;Maxime
1890;236570359669326;Higgins;Lars
1891;239840468141299;Parot;Émile
1892;221769292605562;Watson;Edgar
1893;109100615026033;Tolstoï;Bernard
1894;206835076582438;Coben;Michel
1895;145222453030022;May;Maxime
1896;185477550813415;Coben;Ian
1897;234191560803853;Higgins;Lisa
1898;190861739721560;Leon;Jean-François
1899;112487656437371;Tolstoï;Arnaldur
1900;228948017200665;Bussi;Victor
1901;141798396236132;Harper;Marc
1902;146855160519347;Nesbo;Jo
1903;152711387604048;Kepler;Umberto
1904;223150893909934;Minier;Lisa
1905;138001310599425;Louis;Amy
1906;235385142844970;Twain;Ian
1907;169021270697676;Austen;Émile
1908;263598600683190;Fleming;Paula
1909;166915685693529;K. Rowling;André
1910;194945793465422;J. Ellory;Jane
1911;172365016220100;Harper;Robert
1912;268471842409368;Minier;Edgar
1913;185944751929959;Mention;Jane
1914;261954041108614;Watson;Mary
1915;240968240403929;Higgins Clark;Harlan
1916;149461203119886;Louis;Tina
1917;200345839085080;Larsson;Marcel
1918;236784396388261;Higgins;Mary
1919;261441345097236;Coben;Mark
1920;297273499070103;Roberts;Fred
1921;292075083838551;Kerr;Alfred
1922;275213370058979;Vargas;Mary
1923;141197145771496;Asimov;Mary
1924;263883007433506;Kerr;Tina
1925;248931764750548;Larsson;André
1926;298302766190949;Austen;Jean
1927;100401466585956;Harper;Amy
1928;294517690838505;Lemaitre;Mary
1929;276579454770215;Higgins;S.J.
1930;205494358694933;Tolstoï;Arthur
1931;227740954241008;Chattam;Renaud
1932;144792915442263;Aragon;Philip
1933;161016849606611;Harper;Jules
1934;127922694240215;Levy;Marcel
1935;119324494460068;Roberts;Isaac
1936;100916526986387;Watson;Pierre
1937;167109137300987;Conan;Jo
1938;225284135497084;Louis;Alfred
1939;186219295006679;Gide;André
1940;153726962100199;Bussi;Bernard
1941;190706290271743;Mention;Honoré
1942;239823460546458;Indridason;Tina
1943;294202937645652;Nesbo;Umberto
1944;138750820251426;de Balzac;Albert
1945;141333406107615;Kafka;André
1946;281202372663972;Bombard;Ian
1947;143161402814290;Proust;Mark
1948;260193200969370;May;Amy
1949;185600267373646;Asimov;Arnaldur
1950;273099232316606;Gide;Donna
1951;154736857610717;Lemaitre;Michel
1952;234050259898073;Parot;Denis
1953;225973193068614;d' Aillon;Jack
1954;132511718607856;Fleming;Tina
1955;109912691143718;Conan;André
1956;202892146052504;Harper;Pierre
1957;202016799756212;Kafka;Jean-François
1958;256802143696357;J. Ellory;Peter
1959;160267117085726;Bussi;André
1960;136995181323820;Nesbo;Paula
1961;197484112134119;Gentry;Mary
1962;241248296494961;Diderot;Louis
1963;153214509251550;Twain;Alfred
1964;292199572145845;Bombard;Bernard
1965;202008040255209;Allan;Jane
1966;114288607086218;Hugo;Albert
1967;123828839049680;Vargas;Albert
1968;277204610656628;Mention;Arthur
1969;116406161751196;Kerr;B.A.
1970;258030877778049;Kerr;Robert
1971;178964745978046;Aragon;Marc
1972;294563774142733;Simenon;Harlan
1973;178696893407219;Kafka;Robert
1974;294659442517289;Läckberg;J.
1975;216195689766165;Kerr;Léon
1976;274057851223590;Gardner;Jack
1977;146446189183029;Diderot;J.
1978;198454490427443;Indridason;Alfred
1979;108034562671052;London;Honoré
1980;140707200903984;Parot;Jean-François
1981;183436135911942;Kerr;Harlan
1982;262112192401999;Kerr;Oscar
1983;193305879036885;Camus;Alfred
1984;239470612068616;Watson;Léon
1985;134799581054776;Fleming;Mary
1986;233979342424844;Lemaitre;Terry
1987;152075474750495;Hugo;Jules
1988;185964914179285;May;Jo
1989;278776738699598;Aragon;André
1990;105922709022640;Diderot;Michaël
1991;102278561780916;Hayes;Jean
1992;221474759217246;Hayes;Jane
1993;206612832701652;Paris;Peter
1994;240103252539400;Levy;Michel
1995;297702487522896;Jon Ellory;Bernard
1996;280341903139310;Wilde;Åsa
1997;266865662376351;Bombard;Louis
1998;119934233463467;Simenon;Denis
1999;215730677342523;Hayes;Tina
2000;133363148719185;Proust;Renaud
2001;178749092129147;Tolstoï;Jean-François
2002;164506186489430;Wilde;Émile
2003;241399177476607;Lemaitre;Franz
2004;120886774517457;Simenon;Léon
2005;183093502437906;Roberts;Maxime
2006;275582545761780;Bussi;Honoré
2007;173362229370153;J. Ellory;Ian
2008;238157972451022;Mention;Peter
2009;210633649730766;Lemaitre;Robert
2010;114558420949056;Conan;Nora
2011;267867299331969;Fleming;Umberto
2012;234425396356351;Bussi;Marc
2013;129964782106484;London;Robert
2014;176183182314435;Eco;Robert
2015;177320538848878;Jon Ellory;Oscar
2016;155128445323272;Mention;Åsa
2017;227133208056399;Allan;Arnaldur
2018;291498003826685;Asimov;Denis
2019;295064042851904;Hugo;Edgar
2020;156791667493659;Läckberg;Åsa
2021;135095119231997;Chattam;Marcel
2022;231146411699516;Higgins;R.
2023;192943961595258;Pouchairet;Jean-François
2024;197480785067707;J. Ellory;Franz
2025;129405944128237;Eco;Émile
2026;287087750925181;Bombard;Arthur
2027;219429544665050;Higgins Clark;Peter
2028;122592050637720;Leon;Marc
2029;285716657943300;Mention;Robert
2030;229762066027336;Hayes;Victor
2031;221692117203853;Camus;Arnaldur
2032;162507008615187;Higgins Clark;Louis
2033;182376919728941;Kerr;Ian
2034;141267781694922;Higgins;Jo
2035;194313660093661;Verne;Lars
2036;192067357484756;Higgins Clark;Bernard
2037;205415797236372;Jon Ellory;Alfred
2038;229473253031568;Lemaitre;Fred
2039;122359263206416;Leon;Michaël
2040;199252880155143;Indridason;Mary
2041;288894682563624;May;Mary
2042;243610572485849;Lemaitre;Mary
2043;106584438255478;Chattam;Bernard
2044;169346036708845;Harper;Donna
2045;172184894583516;Levy;J.
2046;117866220410188;d' Aillon;Jane
2047;214104293155220;Parot;Robert
2048;240178377568376;Conan;Amy
2049;217811772784781;Diderot;Åsa
2050;230833399296456;Hayes;Jo
2051;257623037668924;Gide;Fred
2052;287428968534635;Higgins;Jane
2053;193627821373414;d' Aillon;Roger
2054;254937560643819;Läckberg;Jules
2055;196604855181225;de Balzac;Åsa
2056;131221591034046;Chattam;Jo
2057;190616091670126;Higgins;Michaël
2058;200669543668321;Diderot;Mary
2059;103411821698566;de Musset;Philip
2060;235478029793858;Bussi;Albert
2061;264866046205561;Asimov;Åsa
2062;108709499027456;Zola;Bernard
2063;293170764341286;Higgins;J.
2064;122969293272302;Nesbø;Isaac
2065;225888257982772;K. Rowling;Louis
2066;238886205494780;Higgins Clark;Marc
2067;198288562315661;Watson;Victor
2068;298379195773113;Nesbo;Renaud
2069;138656296597130;de Musset;Jack
2070;266857670568149;Louis;Michel
2071;112607231084867;Tolstoï;Jane
2072;228830892468498;Shelley;Marc
2073;285527676100394;Jon Ellory;Victor
2074;207406270664814;Gardner;Marc
2075;145445539129394;Bombard;Umberto
2076;223814135668097;Nesbo;J.
2077;216316225920898;Gardner;Edgar
2078;214105407064148;Larsson;André
2079;282167521695142;Fleming;Umberto
2080;151577577132391;de Balzac;André
2081;132758943322412;Larsson;Jane
2082;272384445815295;K. Rowling;Mark
2083;220066120943402;Kerr;Isaac
2084;103877234045135;London;Lars
2085;246198119598120;Jon Ellory;Paula
2086;295030619161800;Simenon;Peter
2087;170752094446016;Bussi;Mary
2088;238341721636736;Hugo;Isaac
2089;122762721204872;Eco;Georges
2090;200947750225437;Higgins Clark;R.
2091;244513733418940;Mention;Renaud
2092;199967063707455;Jon Ellory;Jane
2093;175737779287626;K. Rowling;Mary
2094;219482931687131;Bombard;Harlan
2095;261524640370307;Verne;Jules
2096;286573658003504;Gentry;Roger
2097;286975471117406;Gide;Terry
2098;196870684067723;Parot;Amy
2099;110707974429037;Louis;Donna
2100;110094463940351;Lemaitre;Jean-François
2101;138796520678193;Parot;André
2102;103415652321930;Kerr;André
2103;175901190798493;Mention;Fred
2104;251500218952481;Vargas;Arnaldur
2105;130444970326821;Shelley;Tina
2106;293260585402664;Tolstoï;Jean-François
2107;156001928092387;Watson;Amy
2108;103683257251025;Lemaitre;Edgar
2109;251898954684691;J. Ellory;R.
2110;219473526409044;Minier;Pierre
2111;193658485690274;de Balzac;Jo
2112;198005263621405;Tolstoï;Lars
2113;229897683891749;Bombard;Alfred
2114;230787591167558;Tolstoï;Fred
2115;211335859700064;Hayes;Maxime
2116;102562538986119;Jon Ellory;Marc
2117;211337313680998;Diderot;Léon
2118;209025741519575;Parot;André
2119;223492702341615;Coben;Harlan
2120;135342879731744;Harper;Jane
2121;185438844474537;Paris;André
2122;191618245994368;de Musset;Åsa
2123;219716052136556;Roberts;Marcel
2124;149228055135413;Wilde;André
2125;113888171883189;Harper;Renaud
2126;255977161941090;Tolstoï;Ian
2127;167453159771975;Chattam;Edgar
2128;148555414293997;Allan;Georges
2129;292376341310425;Shelley;Franz
2130;218452400322631;Kafka;Jack
2131;246118868790564;Larsson;Donna
2132;134266814634411;London;Mark
2133;235760626819518;Leon;Pierre
2134;278166026233671;K. Rowling;Terry
2135;248071628003580;Chattam;Franz
2136;243022362356794;Vargas;Albert
2137;287120777766330;Conan;Franz
2138;211623580144397;Larsson;R.
2139;283280550595375;Coben;Robert
2140;193862486715146;Hugo;Nora
2141;100600565828968;Gentry;Isaac
2142;145442102041500;Kepler;Robert
2143;199970783050216;Tolstoï;Terry
2144;217534313413760;Larsson;Umberto
2145;207581196170141;Verne;Jean-François
2146;284196621677847;Gentry;Michaël
2147;202787609893293;Gardner;Roger
2148;203642215518381;Hugo;B.A.
2149;128202043307281;Conan;Tina
2150;118535572969882;Austen;Donna
2151;110823936681687;May;Terry
2152;200472696709664;Minier;Maxime
2153;169341293335469;Aragon;Tina
2154;200862399469647;K. Rowling;Philip
2155;119008518800995;Kerr;Pierre
2156;156291837728372;de Balzac;Nora
2157;234773738412328;Higgins;Jane
2158;105363563372403;Twain;Fred
2159;261080921317733;Hayes;Camilla
2160;250825732248418;Vargas;Jack
2161;110990625362225;Hawkins;Georges
2162;224934372835978;K. Rowling;Honoré
2163;256612111562622;Watson;Jean
2164;132202491865579;K. Rowling;Bernard
2165;128846339072083;Leon;Jo
2166;282733355763298;Nesbø;André
2167;179510453239266;Seskis;Maxime
2168;198139009235634;d' Aillon;Robert
2169;290081257258694;Kepler;Lisa
2170;132878821481550;Zola;Jack
2171;206166479509808;Zola;Jules
2172;282013120725106;de Balzac;Arnaldur
2173;166779464711558;Shelley;Jean-François
2174;295944787136165;Nesbø;Léon
2175;219423971591375;Läckberg;Jack
2176;219892406531595;Conan;Georges
2177;222829031784379;Hugo;Jean
2178;103933861189996;Fleming;Maxime
2179;295581593562555;Shelley;André
2180;187698570866440;Proust;Jo
2181;220239086575500;Higgins;Philip
2182;247477619656442;Verne;Fred
2183;222203837215467;Austen;Maxime
2184;243590772840814;Pouchairet;Fred
2185;127333607260818;Parot;J.
2186;252255356727023;Harper;Jo
2187;172510171754047;London;Åsa
2188;205401837091442;Mention;Roger
2189;234987493680892;Parot;R.
2190;126211990815367;Kerr;Victor
2191;108922153129861;Higgins;Mark
2192;200707626620722;Coben;Franz
2193;264565337400000;Camus;Léon
2194;247772705047943;Hawkins;Victor
2195;228106407147150;Chattam;Lisa
2196;136565170134518;Eco;Tina
2197;241127861746315;Bussi;Jo
2198;167091243008349;Hawkins;Robert
2199;291208260075074;Vargas;Peter
2200;117344912105821;Läckberg;S.J.
2201;178945910295749;Läckberg;Bernard
2202;134544291292387;Austen;Arthur
2203;178118986103906;Bussi;Robert
2204;240071465959343;Gardner;Denis
2205;122980608737027;Tolstoï;B.A.
2206;194709412315958;J. Ellory;Fred
2207;235008815763593;Leon;Maxime
2208;157655888096919;Vargas;Lars
2209;215181870798429;London;Lars
2210;299843943628064;Gentry;Peter
2211;201604012944896;Proust;Jean
2212;125848431999756;Asimov;Émile
2213;285963277241691;Shelley;Denis
2214;136141683921463;Nesbo;Arthur
2215;250905242762323;Conan;Pierre
2216;176242011165945;Fleming;Mary
2217;208964134024154;Läckberg;Roger
2218;296194024135846;Lemaitre;Mark
2219;169258440080553;London;Philip
2220;143955457725019;Minier;R.
2221;276825580157410;Gide;Jack
2222;138935197696377;Zola;Oscar
2223;121152231594304;Kepler;Harlan
2224;111841415723558;Mention;Tina
2225;179774254618442;Minier;Émile
2226;275758412732123;Conan;Tina
2227;242936623613802;Hawkins;Jean
2228;200416928160085;Leon;Roger
2229;247568266166123;Nesbø;Marcel
2230;276996319370979;Läckberg;Paula
2231;127074821973600;Läckberg;Arnaldur
2232;231408299330415;Eco;Alfred
2233;292846281948288;Nesbø;R.
2234;184067357017998;K. Rowling;Jack
2235;235793880078189;Austen;Jules
2236;269452511633427;Fleming;Lisa
2237;172210692458027;Aragon;Peter
2238;270234665324719;Gentry;Paula
2239;113534118399335;Eco;Mary
2240;105281823791254;Gentry;Harlan
2241;187773916008625;Nesbø;Donna
2242;236576738655662;Seskis;Jane
2243;273111630168463;Austen;Pierre
2244;106732420477371;Coben;Michaël
2245;227368819386146;Eco;B.A.
2246;147704938205091;Conan;J.
2247;102642376261077;Camus;Georges
2248;260473214503869;Kepler;Michel
2249;258176747736616;Hawkins;Fred
2250;207016385411252;Camus;Isaac
2251;215927816497583;Higgins Clark;Arthur
2252;101748628363935;Nesbø;Jane
2253;144167190025837;Hawkins;Nora
2254;115794074658828;Allan;Åsa
2255;217901441428348;Pouchairet;B.A.
2256;137259111721468;Läckberg;B.A.
2257;159859288131441;Allan;Louis
2258;129871180607000;Bombard;Michaël
2259;286903170369308;Läckberg;Alfred
2260;245461669068172;Proust;B.A.
2261;140813154062151;Bussi;Edgar
2262;135113113418426;Bussi;Roger
2263;178333170041011;Läckberg;Roger
2264;190872800344829;Hawkins;Jo
2265;190646023493789;Higgins;Jean
2266;211954141923733;Kerr;Roger
2267;150440197955310;Watson;Paula
2268;171134855665621;de Balzac;Georges
2269;240690281683101;d' Aillon;Franz
2270;234917716417622;Eco;Georges
2271;183090177274035;May;Jo
2272;105245501240535;Nesbo;Albert
2273;203636491398449;Verne;Terry
2274;208797408504130;Hayes;Philip
2275;282769245863305;Higgins Clark;Terry
2276;161430921805295;Fleming;Tina
2277;136374588834668;Vargas;Pierre
2278;135753292218658;Aragon;Michel
2279;109103443905177;Eco;Marcel
2280;295731255700889;Simenon;Camilla
2281;139369037114487;Indridason;J.
2282;198439357484203;Leon;Peter
2283;146803358010265;Verne;Arthur
2284;133118150325878;Wilde;Isaac
2285;188666497097652;Läckberg;Harlan
2286;293530712399644;Bombard;Alfred
2287;280563665522522;Seskis;Nora
2288;222863380068989;Vargas;Jean-François
2289;243514532588414;J. Ellory;Michaël
2290;198748513289174;Gide;Albert
2291;186469092349252;Kafka;Donna
2292;282817745604005;Indridason;Jean
2293;211136246818133;Bussi;Fred
2294;235995722191554;Simenon;Fred
2295;195739188742973;Vargas;Victor
2296;220142768354371;Wilde;Jane
2297;279094707821166;Gide;Philip
2298;111270824022980;Leon;Amy
2299;208140390743420;London;Maxime
2300;195799327402788;de Balzac;Albert
2301;121895711586741;de Musset;B.A.
2302;264491929822787;Chattam;Jane
2303;254914054473597;Simenon;Peter
2304;112418210247233;London;Lars
2305;196440458001649;Allan;Oscar
2306;234702295068648;K. Rowling;Peter
2307;158560141273576;Läckberg;Franz
2308;225420937586148;Minier;R.
2309;281174052960269;Minier;Terry
2310;116146727628057;Camus;Jules
2311;229459374446847;Watson;Honoré
2312;228980849932404;Lemaitre;Jane
2313;222240216961512;Tolstoï;André
2314;293983953441054;Larsson;Ian
2315;243583218202226;Roberts;Tina
2316;283081258927583;Chattam;Philip
2317;291713700054503;May;Maxime
2318;244515060817810;Wilde;Mark
2319;268729175729690;de Musset;Albert
2320;195919417675865;Jon Ellory;Honoré
2321;199621101617643;Vargas;Peter
2322;265004880782428;Shelley;Albert
2323;116390629952210;Kerr;Peter
2324;260142648322737;Vargas;Georges
2325;207305204557248;Bussi;Jo
2326;102812958942890;Roberts;Honoré
2327;154542124338451;Parot;Camilla
2328;298008080387423;Conan;Mark
2329;162642159512454;Kerr;B.A.
2330;180881505814436;Watson;Åsa
2331;288343991055690;Diderot;Ian
2332;194881804106976;Tolstoï;André
2333;132258061038774;Mention;Michaël
2334;261737923862548;Minier;Jack
2335;253718806082944;Larsson;Marcel
2336;234216293878623;Gardner;Peter
2337;268608374473278;Gentry;Jean
2338;218498172031575;Shelley;Tina
2339;272950111431971;Lemaitre;Mark
2340;202208783348961;Fleming;Pierre
2341;213765253904871;Lemaitre;André
2342;168332075047121;Seskis;Renaud
2343;288314535199252;Fleming;Marc
2344;213896185474870;Tolstoï;Pierre
2345;122040843585955;Hugo;Lars
